id,lat,lon
42991746,40.5665681,-74.1282257
42860675,40.7401759,-73.9054703
42467460,40.671185,-73.94203
42860677,40.7399251,-73.9045337
42467463,40.670342,-73.942106
42991752,40.565721,-74.12942
42467466,40.6694159,-73.9421892
42467469,40.668461,-73.942285
42467470,40.667622,-73.942361
42467472,40.666727,-73.942444
42467474,40.665838,-73.942528
598321859,40.6443681,-74.0181533
42467476,40.664947,-73.942613
2024822126,40.8748876,-73.8876339
42467478,40.664055,-73.942696
42467480,40.662847,-73.942829
42467482,40.66206,-73.942767
106692763,40.8268917,-73.8530318
42467484,40.661321,-73.942688
42860701,40.73899,-73.892246
42467487,40.659892,-73.94255
42467490,40.657609,-73.942314
42860713,40.7098644,-73.7890945
42467502,40.700405,-73.944617
42467503,40.700545,-73.944403
42860721,40.68939,-73.857927
42467507,40.701424,-73.943064
42860724,40.689759,-73.85619
42860726,40.690011,-73.855346
42860730,40.690214,-73.854633
42467515,40.656495,-73.998982
42467517,40.656232,-73.999251
42860734,40.690457,-73.853785
42860576,40.742983,-73.934868
42860740,40.690684,-73.853045
42467525,40.604282,-73.97305
42467527,40.601702,-73.973408
42467529,40.599221,-73.973755
42991819,40.558021,-74.137394
42467532,40.596883,-73.974083
42467533,40.596598,-73.974124
42467536,40.594017,-73.974652
42991825,40.5576118,-74.1381346
42467539,40.592191,-73.974913
42860766,40.729155,-73.732168
42467551,40.711037,-73.96058
42428970,40.8384885,-73.9418259
42860771,40.728947,-73.731235
4695130340,40.7121039,-73.8231746
42860775,40.72874,-73.730302
280232168,40.7274442,-73.8110132
4695130347,40.7125578,-73.8244185
42991854,40.555708,-74.139869
42991858,40.554963,-74.140182
42860787,40.728136,-73.7276
42991860,40.554794,-74.140254
42860796,40.727872,-73.72575
42991658,40.508571,-74.248531
42467584,40.6595013,-73.9655741
42860801,40.727697,-73.724298
2800213201,40.586294,-73.9321925
460237526,40.7273914,-73.7549449
42991879,40.553554,-74.141162
42860809,40.711884,-73.781197
42860812,40.712083,-73.780151
2481848593,40.6973285,-73.9852451
42860818,40.712415,-73.778401
374494595,40.863864,-73.931822
42991662,40.508451,-74.2489443
42860825,40.712727,-73.77665
42860828,40.712847,-73.776158
42860833,40.713074,-73.775261
42860837,40.713306,-73.774376
42860840,40.713564,-73.773545
42860843,40.714189,-73.771941
42860846,40.714502,-73.771134
42860849,40.714811,-73.770328
42729782,40.806453,-73.79174
42991927,40.551563,-74.145293
42729784,40.804665,-73.792525
42860861,40.688472,-73.863064
42860864,40.688695,-73.861349
2024822155,40.8750365,-73.8875636
42729796,40.844307,-73.893299
42467653,40.577992,-73.966812
42729799,40.845839,-73.891998
42860873,40.689221,-73.857869
42729809,40.845735,-73.891784
42729812,40.847241,-73.890866
42860885,40.7004197,-73.8192181
42467670,40.578586,-73.9883915
42729815,40.84784,-73.890401
42729818,40.848608,-73.889795
42467675,40.5762778,-73.9879486
42860892,40.716393,-73.765714
42467677,40.5746412,-73.9876346
42729822,40.849472,-73.889239
42860896,40.717411,-73.763355
42729826,40.852488,-73.88723
279183419,40.670889,-73.728304
42729829,40.854041,-73.886451
42467687,40.6121215,-73.9190067
42824685,40.687524,-73.798286
411566447,40.6015407,-74.0618715
42860912,40.719199,-73.759216
42729842,40.854095,-73.886851
42729844,40.85487,-73.886186
42860917,40.719582,-73.758327
42467702,40.648539,-73.924249
42729848,40.855759,-73.885433
42860921,40.720035,-73.757514
42467707,40.6481859,-73.9241609
42860924,40.720538,-73.756811
2262434175,40.7432249,-73.9177213
42860928,40.721541,-73.755401
42729857,40.8579278,-73.883605
42860933,40.722309,-73.754331
42467718,40.644806,-73.923819
42729864,40.8581791,-73.8833884
42860938,40.722607,-73.753944
4263076829,40.5086,-74.223777
42729868,40.8821753,-73.8298599
42729869,40.8827022,-73.8301498
42467726,40.642499,-73.923565
42860943,40.726766,-73.718586
42859313,40.652818,-73.847979
42489240,40.598312,-73.961185
42729874,40.8833748,-73.8305752
42860947,40.695888,-73.834673
42860948,40.696149,-73.8337378
598321902,40.6398184,-74.0218704
42860951,40.696383,-73.832932
42860954,40.696846,-73.831302
42860957,40.697082,-73.830472
42467742,40.638837,-73.923168
42729888,40.824083,-73.8090511
42860961,40.697328,-73.829607
42467746,40.6378629,-73.9230511
42860963,40.697619,-73.828577
42467749,40.635543,-73.922832
42729894,40.824427,-73.809085
42467751,40.633209,-73.922587
42467752,40.630866,-73.922335
42860970,40.698258,-73.82631
42467755,40.62973,-73.922215
42467756,40.628528,-73.922087
42467757,40.62619,-73.921836
42467759,40.623919,-73.921594
42467760,40.621718,-73.921359
42467761,40.619309,-73.921102
42467764,40.618123,-73.920971
42860981,40.698934,-73.8238757
42467766,40.616972,-73.920852
42467767,40.614839,-73.920624
42860984,40.6989998,-73.823634
42467770,40.613943,-73.920527
42992059,40.549241,-74.153371
42860989,40.699207,-73.822992
42729919,40.8444439,-73.7854264
42467776,40.65743,-73.9251259
42467777,40.65698,-73.925141
42992066,40.548812,-74.154329
42467788,40.654162,-73.924821
42729933,40.864426,-73.906805
42467790,40.6525,-73.92464
42861007,40.6927085,-73.8456821
42861008,40.693086,-73.844386
42467793,40.650469,-73.924421
42861011,40.693573,-73.842661
42861013,40.694314,-73.840062
42729942,40.865745,-73.904105
1819673049,40.9016289,-73.9105017
42467803,40.701637,-73.942267
42861020,40.727609,-73.723559
42445562,40.861457,-73.9177129
42467807,40.702346,-73.9423855
42861024,40.727006,-73.718693
42729954,40.84363,-73.832008
42467811,40.703053,-73.942495
597688804,40.6998714,-73.8315229
42467814,40.703764,-73.942614
42729959,40.844381,-73.831892
42467817,40.704473,-73.942734
42467820,40.705182,-73.94285
42861038,40.724379,-73.75119
42467823,40.705888,-73.942966
42467825,40.706597,-73.943086
42861043,40.725314,-73.749642
42467828,40.707335,-73.943202
42992118,40.547199,-74.157068
42467831,40.708071,-73.943322
42861048,40.726214,-73.748187
42729977,40.821588,-73.808958
42467835,40.708781,-73.94344
42992124,40.546022,-74.159295
42861057,40.727223,-73.746804
42729986,40.844738,-73.899348
42467844,40.710901,-73.943788
42729989,40.845949,-73.898657
42861062,40.7281327,-73.7453379
42992135,40.543301,-74.164231
42467848,40.711641,-73.943911
1819673097,40.9003383,-73.9057136
42467850,40.712378,-73.944032
42992139,40.542672,-74.164765
42729999,40.848315,-73.897342
42861072,40.729032,-73.743862
42467858,40.713087,-73.944148
42838787,40.751412,-73.752358
42730005,40.851469,-73.895563
42467863,40.713796,-73.944265
42861082,40.7026489,-73.8132177
42861084,40.703052,-73.811632
42730013,40.8523,-73.895093
42861087,40.703338,-73.810578
42467872,40.714532,-73.944388
42730017,40.855244,-73.893136
42861090,40.703822,-73.808788
42861092,40.704146,-73.807584
2862088741,40.6212944,-73.9844844
42861094,40.704672,-73.805648
2338849319,40.5828801,-73.9667479
42467880,40.715228,-73.944499
42861097,40.7054753,-73.8026756
42861099,40.705761,-73.801657
42861100,40.70638,-73.79997
42467885,40.715939,-73.944615
42992175,40.540455,-74.167794
42861104,40.707723,-73.796317
42467889,40.716649,-73.944734
42992178,40.5402571,-74.1681606
42861107,40.708623,-73.793948
42467892,40.717357,-73.94485
42861109,40.708917,-73.793057
42467894,40.718066,-73.944966
42861111,40.709906,-73.790117
42467896,40.718782,-73.945084
42730044,40.858406,-73.890603
42467904,40.718874,-73.945108
42861121,40.692372,-73.847041
42861122,40.692495,-73.846618
42861127,40.700888,-73.817929
42467912,40.720159,-73.946041
42992201,40.539232,-74.17092
42948023,40.636306,-74.081393
2664563276,40.6990852,-73.9687224
42992205,40.53836,-74.171956
42467919,40.720789,-73.946503
42730064,40.822758,-73.911468
498729553,40.7256634,-73.7247726
498729554,40.7255271,-73.7248055
498729555,40.72896,-73.723273
42861140,40.7709144,-73.7540519
498729559,40.72905,-73.724016
42467929,40.722144,-73.947234
42992219,40.537417,-74.174898
42861148,40.771906,-73.750353
42730077,40.8242044,-73.910847
42467934,40.722727,-73.947474
42730079,40.8246022,-73.9106056
42730080,40.8258232,-73.9099189
42730082,40.826511,-73.909556
42816955,40.7916094,-73.8242506
42467940,40.669311,-74.0044545
42730085,40.8270154,-73.9092833
42467942,40.668966,-74.003365
42445585,40.814044,-73.936688
42861161,40.7508947,-73.9414712
498729578,40.7415821,-73.7263269
471204459,40.8576747,-73.8717748
42861164,40.750241,-73.942072
42730093,40.82914,-73.908103
42467950,40.5744992,-74.0051589
42467951,40.5752583,-74.005304
42861168,40.748215,-73.9438774
597688945,40.7075633,-73.8736091
42445587,40.8153746,-73.9398384
42730101,40.831385,-73.906838
597688952,40.7069463,-73.8689522
42824694,40.683612,-73.796368
42467962,40.575939,-74.0054341
42861179,40.7601811,-73.9329043
597688957,40.7068454,-73.8772616
597688959,40.7066522,-73.8754238
42467968,40.578005,-74.005829
42861185,40.7587025,-73.9342599
42467970,40.5786806,-74.0059581
42467973,40.5793621,-74.0060884
42861190,40.756212,-73.936581
597688968,40.7140037,-73.902432
42861193,40.75516,-73.937549
42730123,40.837642,-73.903338
42861196,40.753898,-73.93871
597688974,40.7142063,-73.9029766
42860653,40.7450185,-73.861748
42861200,40.75264,-73.939871
42730131,40.840246,-73.901877
42861204,40.7513332,-73.9410644
42730136,40.841599,-73.901118
42992281,40.534897,-74.184012
42467996,40.639919,-73.910438
42861213,40.7828719,-73.9107466
42882501,40.610358,-73.763404
42861216,40.7810949,-73.9129106
42992289,40.534401,-74.185463
42992292,40.534095,-74.186298
42861221,40.7792621,-73.9151352
42992295,40.533705,-74.187439
42730155,40.8345604,-73.8222457
42468013,40.641734,-73.911567
42861232,40.777494,-73.9172945
42423752,40.7620792,-73.9619892
42468018,40.58077,-73.965555
42468019,40.580157,-73.965334
42992308,40.532742,-74.190235
42468022,40.579364,-73.965046
42468024,40.578996,-73.96491
42992313,40.531916,-74.1917467
42861243,40.7735424,-73.92216
42468028,40.577018,-73.96419
42730173,40.826526,-73.81581
42468031,40.575631,-73.96394
42730177,40.828318,-73.817337
42861252,40.7751748,-73.9290481
42730182,40.8301704,-73.8188897
42468041,40.582068,-73.965632
42992332,40.529912,-74.196084
451019469,40.7007242,-73.9951562
42992337,40.529032,-74.197794
42861267,40.774185,-73.926862
42730198,40.873335,-73.866169
42468058,40.58181,-73.965691
42861275,40.774515,-73.824671
42992348,40.527365,-74.200528
279184096,40.6646843,-73.7279096
42468065,40.581266,-73.965814
42468067,40.580689,-73.965945
42445606,40.717596,-73.996327
42468072,40.646342,-73.994687
42468073,40.645598,-73.994528
42468074,40.644536,-73.994268
42468075,40.643603,-73.994241
42861292,40.7744431,-73.8467379
42468078,40.643301,-73.99426
451019504,40.7016457,-73.9905108
42468082,40.641807,-73.99429
42861300,40.7743488,-73.8445177
42860670,40.740745,-73.907784
42468086,40.640914,-73.99431
42861304,40.7742907,-73.8427272
42948052,40.595821,-74.108913
42861309,40.7742875,-73.8418151
42992383,40.526265,-74.201527
42468096,40.639154,-73.994426
42468099,40.638308,-73.994536
42992388,40.525907,-74.202769
42468102,40.63746,-73.99464
42861322,40.774088,-73.926909
42468108,40.635761,-73.994846
42992397,40.525576,-74.20526
42468111,40.634916,-73.994962
42468114,40.634077,-73.995075
42861331,40.777157,-73.935739
42468117,40.633227,-73.99518
42468118,40.632391,-73.995293
42861335,40.777056,-73.935399
42468120,40.631881,-73.995394
42992412,40.525227,-74.209612
42861342,40.776152,-73.9326308
42991749,40.566312,-74.128572
42468128,40.631575,-73.99546
42468132,40.630789,-73.995677
42468137,40.630015,-73.995896
42861354,40.774422,-73.815864
42468139,40.629232,-73.996115
42730285,40.872298,-73.863866
42468144,40.627641,-73.996557
42992435,40.524356,-74.211734
42861365,40.773702,-73.806883
42468150,40.626826,-73.996788
42445620,40.7160237,-73.9913112
42861371,40.773054,-73.798719
42992448,40.522366,-74.216733
42468161,40.626062,-73.997017
42992450,40.5209494,-74.2173915
42861380,40.772891,-73.796615
42992454,40.519622,-74.220138
42468167,40.625289,-73.997241
42730312,40.83893,-73.833265
42468171,40.62452,-73.997484
42468172,40.62368,-73.997713
42468173,40.622833,-73.997941
42861392,40.773788,-73.792713
42468177,40.622567,-73.997986
42730322,40.840203,-73.830559
42468180,40.621619,-73.998295
42861397,40.774687,-73.789842
42730326,40.840609,-73.829674
42468183,40.621259,-73.998389
42861401,40.7749061,-73.7889499
42468186,40.620502,-73.998595
42730333,40.841259,-73.827913
42861406,40.775558,-73.786551
42468193,40.619721,-73.998812
42730339,40.841318,-73.827032
42861412,40.775813,-73.785694
42468197,40.618946,-73.999036
42730342,40.841372,-73.826084
42861416,40.7760143,-73.7849398
42861421,40.7762678,-73.7840815
42468207,40.618178,-73.999271
42730353,40.809072,-73.80166
42468210,40.617628,-73.999426
42468211,40.6174088,-73.999493
42445630,40.7144617,-73.9816476
42468214,40.616621,-73.999709
42468217,40.615782,-73.999944
2408448891,40.8211427,-73.9256579
42468220,40.614951,-74.000192
2408448893,40.8165145,-73.9281415
42468222,40.614166,-74.000398
42861439,40.7784392,-73.7767906
2408448896,40.819458,-73.926803
42468226,40.613394,-74.000627
2408448899,40.8264685,-73.921104
2408448900,40.8267418,-73.9227823
42468229,40.612616,-74.000842
2408448905,40.8185466,-73.9272342
42468234,40.612388,-74.000911
2408448907,40.8267109,-73.922618
2408448908,40.8260807,-73.9230026
42468237,40.61183,-74.001073
42468240,40.6110871,-74.0013423
279183512,40.6715721,-73.7280555
42468243,40.6109155,-74.0013792
2408448917,40.8263148,-73.9212194
42468246,40.609137,-74.001853
42730391,40.804762,-73.7935972
2408448920,40.8234586,-73.9244028
42468249,40.608003,-74.001718
2408448924,40.8219255,-73.9250435
42468256,40.607676,-74.00171
280232865,40.743173,-73.7955482
42730404,40.811391,-73.807353
42730406,40.811683,-73.806753
42861479,40.764622,-73.7327012
42468268,40.606635,-74.001624
42730414,40.812129,-73.805804
3514028076,40.6324495,-73.961581
42861488,40.762669,-73.731198
42861491,40.76167,-73.730625
42992565,40.611829,-74.065529
42730422,40.8879896,-73.8344301
42838857,40.761016,-73.72076
42992568,40.612957,-74.066346
42730425,40.8879229,-73.8332657
62915514,40.7642389,-73.998495
42861499,40.743868,-73.75577
62915516,40.7654896,-73.9975938
42730431,40.8878187,-73.8312923
62915521,40.7667398,-73.9966648
42730435,40.887894,-73.829336
62915525,40.7625412,-74.0003097
62915527,40.7636177,-73.9989689
42462450,40.6392719,-74.0234967
42861514,40.733742,-73.822437
62915531,40.7648705,-73.9980529
62915536,40.7661216,-73.9971436
42730449,40.812169,-73.807791
42861522,40.705734,-73.894486
42730452,40.813363,-73.808784
42861527,40.706177,-73.892701
62915549,40.7619572,-74.0010621
42468319,40.622651,-73.984032
42730464,40.8757087,-73.8356951
42468323,40.622213,-73.984492
42861542,40.733596,-73.794626
42861547,40.733548,-73.793291
42468338,40.679767,-73.893995
471204852,40.8553793,-73.8774109
42468342,40.679477,-73.893928
42861560,40.715994,-73.858689
427841023,40.7566317,-73.9951328
42861566,40.710494,-73.8789017
42861568,40.710734,-73.877185
42817024,40.710922,-73.784721
42861574,40.7110125,-73.8753574
42468359,40.674956,-73.892766
42861578,40.71114,-73.873436
42468365,40.673715,-73.892447
42468366,40.672449,-73.892124
42468367,40.6711778,-73.8917999
42468368,40.669926,-73.891481
42468371,40.66839,-73.891086
42468372,40.666852,-73.890694
42468373,40.665312,-73.890299
42468375,40.663778,-73.889907
42468377,40.663295,-73.889785
42850895,40.69659,-73.8593033
42468379,40.661338,-73.888385
42468386,40.6790967,-73.9520098
42468387,40.678963,-73.949647
42468390,40.653454,-73.89761
42468391,40.651881,-73.895861
42468394,40.650403,-73.894213
42861611,40.726959,-73.84653
42468396,40.6488619,-73.8925055
42468397,40.647256,-73.89071
42468399,40.646697,-73.890094
42992689,40.5732392,-74.1230919
42468402,40.646174,-73.889521
42468403,40.64563,-73.888901
42992692,40.5731585,-74.1234953
42468406,40.644548,-73.887697
42468411,40.643985,-73.887074
42861628,40.75043,-73.736626
42468414,40.643434,-73.886459
42468416,40.6429024,-73.8858404
42992707,40.605786,-74.098925
42468420,40.642357,-73.885253
42861640,40.714375,-73.856402
42468425,40.641801,-73.884643
42861644,40.715017,-73.855997
1347131047,40.8799028,-73.8233614
42468431,40.641277,-73.884058
42468433,40.640727,-73.883443
42861650,40.715661,-73.85559
42468436,40.640189,-73.882843
42861653,40.716305,-73.855186
42468438,40.639638,-73.882234
42992727,40.599362,-74.073016
42861657,40.717591,-73.854373
42468443,40.6813093,-73.9476299
42861660,40.718876,-73.85356
42861661,40.71952,-73.853155
42861662,40.720164,-73.852751
42861663,40.721449,-73.851937
42468449,40.6851003,-73.994579
42468450,40.684178,-73.992192
42991803,40.56213,-74.133407
42992740,40.601974,-74.082815
42468453,40.683319,-73.989992
42992743,40.601922,-74.083842
42468459,40.681642,-73.985672
42861677,40.733551,-73.798514
42468462,40.6799337,-73.981265
42861679,40.733519,-73.797616
42992754,40.601872,-74.084328
279184499,40.6632277,-73.727889
279184500,40.6639876,-73.7278838
42861686,40.726795,-73.785749
42468472,40.697737,-73.960925
42468473,40.69784,-73.960065
42861692,40.726025,-73.78531
42468479,40.697933,-73.959291
42861697,40.722932,-73.783204
42730627,40.8700625,-73.8323819
42991809,40.560799,-74.134808
42861707,40.65136,-73.830385
42992780,40.599988,-74.0908596
42861709,40.651781,-73.827467
42468495,40.677033,-73.878662
42468497,40.67579,-73.878354
524944530,40.6378028,-74.074785
42992787,40.5993692,-74.0915186
42861718,40.7009394,-73.7809545
42817049,40.6973035,-73.7756731
42468505,40.6745416,-73.8780424
42882586,40.750236,-73.795665
42861726,40.600563,-73.748303
42992800,40.619193,-74.118506
42992803,40.619084,-74.1197
42468520,40.671997,-73.877412
42468525,40.67046,-73.877027
42468527,40.6689888,-73.8766645
42468528,40.66892,-73.876646
2800223411,40.6491968,-73.9242783
2800223414,40.65051,-73.9237488
2800223415,40.6511956,-73.9235115
42992824,40.56182,-74.102606
42468539,40.663994,-73.873121
42730684,40.899188,-73.856194
42468541,40.662513,-73.872007
42468542,40.661158,-73.871003
42468545,40.6597308,-73.8699582
42730691,40.8984308,-73.8542716
42773366,40.813701,-73.891831
42468550,40.6632434,-73.9316011
42468552,40.6627823,-73.9310894
42730700,40.897812,-73.852616
42468557,40.6621355,-73.9303686
42860749,40.691706,-73.84924
4600497360,40.7627928,-73.9315676
42468562,40.661295,-73.929432
42861779,40.724092,-73.767364
42730708,40.898276,-73.850495
42468566,40.66095,-73.929052
42861784,40.723979,-73.767234
42468569,40.6607526,-73.9288338
42468570,40.660177,-73.928193
42730716,40.898666,-73.8487265
42468573,40.6593248,-73.9272376
42468574,40.6586592,-73.9264992
42882597,40.755628,-73.794747
42468576,40.658359,-73.9261689
42468577,40.65768,-73.925407
42468579,40.657065,-73.9247197
42730724,40.899052,-73.846968
42468581,40.656423,-73.9240019
42468582,40.655421,-73.922889
42730729,40.8994558,-73.8451434
42468587,40.6546323,-73.9220122
42861805,40.723768,-73.766468
42730734,40.9000196,-73.8425652
42730735,40.9002119,-73.841696
42882600,40.752703,-73.794628
42992883,40.5479436,-74.1384516
42861812,40.7246397,-73.7648526
42992886,40.547915,-74.138411
2028361257,40.8503682,-73.9070204
42468603,40.6543559,-73.9217107
42730749,40.8482446,-73.8831231
42730752,40.847871,-73.8828218
279184641,40.6604246,-73.7272269
42468612,40.6535561,-73.920813
42468615,40.652789,-73.919962
42468618,40.651158,-73.918137
42468621,40.649527,-73.91632
42882605,40.751988,-73.794656
42468624,40.648101,-73.914732
42861842,40.726594,-73.752385
4309648660,40.6497244,-73.9204171
42468630,40.646514,-73.912946
42468633,40.6462792,-73.9126793
42730779,40.893616,-73.852592
42468637,40.645405,-73.911728
42730782,40.892973,-73.852344
42468641,40.6448758,-73.9111471
42468643,40.644038,-73.910206
2406352164,40.6996898,-73.9799719
42468645,40.643204,-73.90928
42468647,40.642675,-73.908689
3550741800,40.6922744,-73.9825451
42861865,40.723232,-73.870043
42468650,40.642069,-73.908015
42468654,40.64173,-73.907637
42861872,40.721403,-73.868576
42861875,40.72079,-73.868088
42468662,40.640238,-73.905972
42861879,40.719641,-73.867167
42730809,40.889507,-73.852766
42468666,40.638578,-73.90413
4207936828,40.7757112,-73.8462442
42468670,40.636823,-73.902177
42468671,40.636094,-73.901363
42468673,40.635314,-73.900495
42861890,40.726146,-73.872245
42968747,40.6447981,-74.0846288
42533089,40.621116,-73.931016
42468681,40.633682,-73.898677
42861898,40.7851017,-73.8316489
42730829,40.8866825,-73.8543284
42468686,40.63205,-73.89686
42861905,40.7844922,-73.8568111
42468690,40.6304277,-73.8950479
42730836,40.885271,-73.855104
42861909,40.7845985,-73.8541165
42730838,40.884566,-73.855497
42829083,40.704002,-73.81755
42861913,40.7846434,-73.8532141
42730842,40.883861,-73.855884
42468700,40.656774,-73.998697
43013690,40.586755,-74.089403
42730846,40.882448,-73.856667
42861920,40.7847317,-73.8503532
42730849,40.881745,-73.857056
42468707,40.6435544,-73.9074751
42850906,40.689574,-73.857058
42730854,40.881041,-73.857445
42861930,40.7847652,-73.8494672
42468715,40.6456171,-73.9042297
42468716,40.646143,-73.903435
471205229,40.8559547,-73.8786838
42861935,40.7848254,-73.8476949
42730865,40.878954,-73.8586
42730868,40.878366,-73.858924
42861943,40.787933,-73.812226
42730872,40.877728,-73.859278
42993018,40.596644,-74.102796
42468731,40.711924,-73.968032
42993022,40.596087,-74.103384
42468735,40.711649,-73.967233
42993025,40.595541,-74.103966
42468738,40.711378,-73.966446
42860779,40.728539,-73.729401
42468741,40.711007,-73.965369
42993030,40.605812,-74.129108
42993031,40.604041,-74.12884
42468744,40.710477,-73.963839
42861961,40.7873002,-73.7976814
42730890,40.875494,-73.860512
42993036,40.602788,-74.128659
42730893,40.874477,-73.861135
42861967,40.7873802,-73.7958294
42730898,40.873673,-73.861306
42993043,40.601589,-74.128468
2522482068,40.8931935,-73.9084923
42993045,40.600361,-74.128268
42993048,40.598421,-74.127981
42730906,40.873123,-73.861321
42795247,40.7380092,-73.9036909
42468764,40.579066,-74.002109
42993055,40.6100138,-74.1178839
42468768,40.577156,-74.0011057
42861985,40.723142,-73.894268
42468770,40.5748699,-74.0006708
42993059,40.608205,-74.117069
42861989,40.723424,-73.895417
42993063,40.607656,-74.116493
42730922,40.871336,-73.861379
42468780,40.6783666,-73.9081367
42730926,40.869603,-73.861433
42468783,40.6784343,-73.9074205
42468785,40.6784844,-73.9070074
42468786,40.6785586,-73.9061203
42730931,40.867782,-73.861498
42468788,40.6787478,-73.904511
598322078,40.6414344,-74.0209799
42468791,40.6789451,-73.9035789
1412695481,40.6934303,-73.8082055
42862011,40.717588,-73.904861
42730940,40.866154,-73.861542
42468797,40.6786309,-73.9071918
42730944,40.86555,-73.861562
42862018,40.752388,-73.901622
42468804,40.621252,-74.021178
42862024,40.7137351,-73.9037726
42730953,40.861242,-73.861707
42993099,40.5864011,-74.1103979
42862029,40.711272,-73.903036
410650062,40.597038,-74.1509533
42468815,40.610117,-73.984887
42730961,40.8579927,-73.861803
42468818,40.6075556,-73.9844075
42862035,40.709635,-73.902221
1942053920,40.6541495,-73.9096835
42468821,40.605596,-73.984035
42730967,40.8567906,-73.8619392
42468824,40.605409,-73.983997
42862042,40.708323,-73.901439
42862044,40.707668,-73.901051
42730974,40.86561,-73.8989003
42862048,40.707013,-73.90066
1412695521,40.6957041,-73.8057972
42993122,40.609051,-74.071121
42468836,40.600634,-73.983092
42993125,40.608494,-74.070675
42468838,40.598243,-73.982639
1412695527,40.6967666,-73.7761054
42862056,40.7052774,-73.8997625
42730985,40.8666214,-73.9012034
42730987,40.8669969,-73.9020812
1412695532,40.6973645,-73.7844891
1412695533,40.6974217,-73.7843253
42862064,40.697128,-73.895585
42730993,40.8627628,-73.9010426
42730995,40.862717,-73.902293
1412695541,40.6983838,-73.7748969
42468854,40.5938668,-73.9817898
42730999,40.862735,-73.903319
42862072,40.7146,-73.9040199
1412695545,40.7001948,-73.780988
42468858,40.591484,-73.981319
1412695549,40.7005102,-73.7811844
42862078,40.714393,-73.903953
42993151,40.6179872,-74.1557548
42731010,40.8627857,-73.9062356
42862084,40.7201085,-73.9055932
42468870,40.588494,-73.92754
42972962,40.590239,-74.188682
42862090,40.685346,-73.759998
42862091,40.683713,-73.75896
371197453,40.7672359,-73.9504944
42731023,40.8626751,-73.9090242
42993168,40.5163916,-74.2039805
42731026,40.8623397,-73.9098061
42468883,40.588996,-73.92675
42468884,40.58919,-73.926445
42468886,40.589387,-73.92614
42468889,40.589579,-73.925844
42993178,40.5157333,-74.2049962
42468891,40.589775,-73.925543
42862108,40.598799,-73.7569425
42468893,40.589975,-73.925239
42468896,40.590167,-73.924938
42468898,40.590365,-73.924639
42468901,40.590559,-73.924337
42468903,40.590755,-73.924031
42862121,40.599865,-73.7561038
42468906,40.590948,-73.9237322
42468913,40.62621,-73.970861
42468914,40.6245357,-73.9719424
42862131,40.7897033,-73.826114
42468916,40.6239581,-73.9724274
42468917,40.6236265,-73.9727491
42468918,40.6229109,-73.9734249
42468921,40.6220043,-73.9742795
42862140,40.718181,-73.891996
42468925,40.6208857,-73.975285
42731071,40.905879,-73.847206
42862144,40.718813,-73.890635
42993218,40.527971,-74.170086
42862148,40.719502,-73.889155
42731078,40.906886,-73.849671
447764065,40.592503,-74.1631384
42993224,40.529035,-74.167669
42862155,40.7414301,-73.8252024
42468943,40.6172153,-73.9779065
42468947,40.6167082,-73.9784563
42862164,40.740676,-73.822918
42468950,40.6161213,-73.9790496
42862168,40.740395,-73.822082
42468953,40.6155566,-73.9796327
42993242,40.544028,-74.146476
42731099,40.874976,-73.879455
